Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
running,2018-06-01 05:18:20,false,"Edinburg Running","3.01","557","00:35:08","151","176","3.7","162","171","11:40","10:20","--","3","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-05-30 05:35:28,false,"Edinburg Running","3.01","533","00:34:59","144","161","3.3","161","169","11:36","9:11","--","3","0.86","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-05-23 05:28:22,false,"Edinburg Running","4.01","702","00:46:22","143","168","3.6","164","171","11:34","9:57","--","3","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-05-22 05:50:00,false,"Edinburg Running","3.01","507","00:34:00","140","155","3.1","166","173","11:18","9:37","--","3","0.86","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-05-20 05:51:07,false,"Edinburg Running","9.35","1,427","02:00:09","135","149","3.0","156","170","12:51","10:41","7","7","0.80","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
running,2018-05-19 07:05:55,false,"Edinburg Running","6.21","1,054","01:08:18","148","172","4.6","167","178","11:00","9:02","3","3","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-05-18 05:20:09,false,"Edinburg Running","6.01","917","01:10:43","137","146","3.0","162","186","11:46","9:51","3","3","0.84","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-05-16 05:48:24,false,"Pleasanton Running","5.66","1,002","01:02:50","156","181","4.5","164","174","11:07","8:21","104","122","0.88","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-05-15 05:51:27,false,"Dumas Running","3.62","627","00:41:18","147","165","3.4","158","238","11:25","9:25","6","6","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-05-13 06:11:54,false,"Greeley Running","5.74","970","01:04:26","146","173","3.8","161","174","11:14","9:22","146","119","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-05-12 05:42:06,false,"Greeley Running","5.01","846","00:49:35","159","173","4.8","170","176","9:53","8:49","145","153","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-05-10 06:17:16,false,"Greeley Running","5.80","893","01:07:48","136","150","3.0","158","171","11:42","8:51","23","20","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-05-09 05:13:30,false,"Greeley Running","6.01","922","01:09:16","136","151","3.1","162","175","11:31","9:33","131","134","0.86","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-05-08 05:16:43,false,"Greeley Running","5.85","992","01:00:34","155","172","5.0","166","175","10:22","8:44","146","144","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-05-07 05:11:42,false,"Lamar Running","3.91","657","00:40:46","151","171","4.4","166","173","10:25","9:06","5","13","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-05-06 05:03:36,false,"Junction Running","5.81","947","01:00:05","150","169","5.0","166","175","10:20","9:01","194","194","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-05-05 05:17:16,false,"Edinburg Running","6.22","1,060","01:08:54","148","171","5.0","163","171","11:05","10:01","--","3","0.89","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-05-03 05:35:35,false,"Edinburg Running","4.13","537","00:49:42","123","135","2.6","162","169","12:02","9:39","3","3","0.83","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-05-02 05:26:18,false,"Edinburg Running","4.01","544","00:47:39","127","139","3.0","162","171","11:53","9:59","2","3","0.84","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-05-01 05:18:44,false,"Edinburg Running","6.61","1,028","01:15:06","151","181","5.0","156","186","11:22","7:19","7","7","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
running,2018-04-30 05:27:00,false,"Edinburg Uncategorized","6.21","1,069","01:03:56","--","--","--","--","--","10:18","6:08","20","20","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-04-28 06:26:06,false,"Cameron County Running","7.01","1,216","01:08:37","--","--","--","170","178","9:47","7:22","--","--","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-04-26 05:32:31,false,"Edinburg Running","5.34","910","00:54:23","--","--","--","163","194","10:11","6:49","3","3","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","18","0.0"
running,2018-04-25 05:38:54,false,"Edinburg Running","4.01","710","00:43:25","--","--","--","164","174","10:50","8:30","--","3","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-04-24 05:26:29,false,"Edinburg Running","7.02","1,214","01:08:15","--","--","--","168","178","9:44","5:10","3","3","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
street_running,2018-04-23 06:00:08,false,"Morning Running","4.00","614","00:43:46","--","--","--","--","--","10:57","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-04-21 06:41:38,false,"South Padre Island Running","3.01","528","00:31:20","--","--","--","163","177","10:25","7:26","--","--","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-04-18 05:21:29,false,"Edinburg Running","6.01","1,049","01:00:53","--","--","--","169","178","10:08","8:56","3","3","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
street_running,2018-04-17 05:15:51,false,"Morning Run","6.00","884","01:03:00","--","--","--","--","--","10:30","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-04-15 06:10:57,false,"Edinburg Running","11.03","1,918","02:11:54","--","--","--","158","221","11:57","9:31","3","7","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
running,2018-04-14 05:26:29,false,"Edinburg Running","7.01","1,218","01:08:00","--","--","--","171","184","9:42","8:09","3","3","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-04-10 05:13:36,false,"Houston Running","4.01","715","00:42:39","--","--","--","165","177","10:38","3:41","39","39","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-04-09 05:14:54,false,"Edinburg Running","14.01","2,423","02:46:01","--","--","--","159","171","11:51","7:27","10","10","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","15","0.0"
running,2018-04-07 06:03:50,false,"Edinburg Running","7.02","1,239","01:15:39","--","--","--","163","177","10:47","9:24","3","3","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
running,2018-04-06 05:20:14,false,"Edinburg Running","4.60","653","00:48:47","149","177","--","160","183","10:36","6:48","7","7","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
street_running,2018-04-04 07:25:56,false,"Morning Run","4.00","631","00:45:00","--","--","--","--","--","11:15","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-04-03 05:16:52,false,"Edinburg Running","7.00","1,228","01:12:41","--","--","--","164","185","10:23","1:29","3","3","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-04-01 06:00:10,false,"Edinburg Running","10.01","1,748","01:47:21","--","--","--","163","179","10:43","6:45","3","3","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-03-31 06:21:10,false,"Edinburg Running","6.02","1,049","01:00:19","--","--","--","166","176","10:02","6:50","3","3","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-03-29 05:21:44,false,"Edinburg Running","3.11","540","00:30:25","--","--","--","166","184","9:47","8:00","--","3","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-03-28 05:21:10,false,"Edinburg Running","3.01","534","00:32:30","--","--","--","162","169","10:47","7:51","--","3","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
treadmill_running,2018-03-27 20:48:03,false,"New York Other","6.11","977","01:08:23","--","153","--","--","--","11:11","10:55","128","127","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-03-25 06:19:51,false,"Edinburg Running","12.01","2,038","02:23:36","--","--","--","159","171","11:57","9:11","3","5","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
running,2018-03-24 06:13:44,false,"Edinburg Running","6.01","1,047","00:59:29","--","--","--","167","175","9:54","7:37","--","2","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
treadmill_running,2018-03-22 19:43:19,false,"Other","4.00","785","00:44:09","--","177","--","--","--","11:02","8:34","177","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-03-21 05:17:45,false,"Edinburg Running","3.01","524","00:29:42","--","--","--","168","178","9:52","7:36","--","3","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
treadmill_running,2018-03-20 20:47:04,false,"New York Other","6.15","1,098","01:07:24","--","179","--","--","--","10:58","10:10","76","90","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-03-18 06:08:53,false,"Edinburg Running","10.01","1,753","01:56:29","--","--","--","161","173","11:38","8:26","7","7","0.86","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
running,2018-03-17 11:20:00,false,"Morning Run - sans watch","6.02","1,078","01:05:45","--","--","--","--","--","10:55","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-03-15 12:28:31,false,"Edinburg Running","2.98","510","00:29:06","--","--","--","164","182","9:47","2:40","--","3","1.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
running,2018-03-14 05:24:34,false,"Edinburg Running","3.01","530","00:30:51","--","--","--","169","177","10:15","9:06","--","3","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
treadmill_running,2018-03-13 16:18:45,false,"New York Other","5.49","1,073","00:58:55","--","170","--","--","--","10:44","10:10","118","158","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-03-11 06:13:24,false,"Edinburg Running","8.02","1,410","01:25:52","--","--","--","162","177","10:43","7:51","3","5","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-03-10 09:23:06,false,"Edinburg Running","5.01","887","00:53:47","--","--","--","161","232","10:44","4:09","3","3","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-03-08 20:09:07,false,"Edinburg Running","4.08","707","00:40:54","--","--","--","162","177","10:01","7:50","3","3","0.99","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-03-07 05:13:31,false,"Edinburg Running","3.01","525","00:30:54","--","--","--","164","177","10:16","7:56","--","3","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
treadmill_running,2018-03-06 20:48:58,false,"New York Other","5.42","841","01:02:10","--","171","--","--","--","11:28","10:43","141","200","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-03-05 05:15:30,false,"Edinburg Running","2.12","371","00:24:15","--","--","--","152","174","11:26","5:50","--","--","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2018-03-03 05:05:18,false,"Frisco Running","5.94","1,049","01:04:57","--","--","--","163","175","10:56","7:53","184","175","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2018-03-02 05:08:09,false,"Frisco Running","4.01","710","00:41:42","--","--","--","166","181","10:24","6:58","88","62","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-02-28 05:08:03,false,"Edinburg Running","3.29","561","00:36:24","--","--","--","155","218","11:04","6:24","--","--","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
treadmill_running,2018-02-27 18:57:00,false,"Treadmill Running","5.00","918","01:00:08","--","--","--","--","--","12:02","10:55","362","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-02-25 06:03:44,false,"Edinburg Running","6.01","1,059","01:03:46","--","--","--","163","176","10:37","7:41","3","3","0.93","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-02-24 06:33:22,false,"Edinburg Running","4.31","754","00:44:31","--","--","--","161","173","10:19","6:36","--","--","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-02-19 05:18:55,false,"Edinburg Running","4.01","709","00:43:09","--","--","--","162","177","10:46","7:05","--","3","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-02-14 05:27:12,false,"Edinburg Running","3.01","524","00:30:37","--","--","--","165","177","10:11","6:36","3","3","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-01-21 06:01:46,false,"Fort Collins Running","8.01","1,313","01:38:06","--","--","--","155","171","12:15","4:37","86","93","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-01-19 05:32:09,false,"Edinburg Running","6.21","1,082","01:00:30","--","--","--","170","182","9:45","5:33","3","3","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-01-18 15:14:00,false,"Watchless Run at Edinburg Park","4.00","671","00:45:00","--","--","--","--","--","11:15","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-01-14 06:17:50,false,"San Diego Running","8.06","1,413","01:26:11","--","--","--","163","177","10:42","7:46","42","41","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2018-01-13 06:12:07,false,"San Diego Running","6.01","1,048","01:01:25","--","--","--","164","177","10:13","7:40","28","29","0.96","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-01-12 16:14:05,false,"San Diego Running","4.01","698","00:42:51","--","--","--","155","169","10:40","7:39","830","653","0.97","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-01-09 12:36:54,false,"San Diego Running","6.01","1,062","01:03:56","--","--","--","160","169","10:38","8:35","24","29","0.95","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2018-01-08 12:56:12,false,"Edinburg Running","4.01","710","00:42:20","--","--","--","163","173","10:33","6:16","--","3","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2018-01-04 13:30:35,false,"Edinburg Running","3.02","540","00:34:04","--","--","--","156","181","11:16","3:21","3","3","0.91","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2018-01-03 10:26:56,false,"Running","4.20","739","00:43:19","--","--","--","166","177","10:19","6:18","3","3","0.94","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2017-12-26 07:42:38,false,"Bristol Running","4.13","688","00:48:38","--","--","--","160","173","11:46","3:43","364","346","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2017-12-25 07:37:44,false,"Bristol Running","8.01","1,260","01:36:27","--","--","--","159","173","12:02","0:52","524","499","0.84","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
running,2017-12-24 08:01:42,false,"Bristol Running","3.60","598","00:43:02","--","--","--","155","179","11:58","9:15","258","262","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
running,2017-12-22 07:37:05,false,"Bristol Running","6.44","1,064","01:14:16","--","--","--","162","173","11:32","3:47","394","409","0.86","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
running,2017-12-21 07:39:14,false,"Bristol Running","4.38","702","00:54:30","--","--","--","151","174","12:26","3:43","253","316","0.85","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
running,2017-12-19 10:07:46,false,"Edinburg Running","2.22","365","00:31:30","--","--","--","124","171","14:11","7:58","--","--","0.90","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
running,2017-12-18 05:39:35,false,"Edinburg Running","5.00","895","00:56:23","--","--","--","164","172","11:16","9:20","3","3","0.87","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
running,2017-12-17 06:04:33,false,"Edinburg Running","12.01","2,132","02:08:23","--","--","--","163","178","10:41","2:43","7","7","0.92","0.0","0.0","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
